Name,Base Score,Base Severity,CVSS Vector,Exploitability Score,Impact Score,Source,Vendor,Link
CVE-2022-46169,9.8,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,3.9,5.9,nvd@nist.gov,Cacti,https://www.cvedetails.com/cve/CVE-2022-46169
CVE-2022-44877,9.8,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,3.9,5.9,nvd@nist.gov,None,https://www.cvedetails.com/cve/CVE-2022-44877
CVE-2022-44698,5.4,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:L/A:L,2.8,2.5,secure@microsoft.com,Microsoft,https://www.cvedetails.com/cve/CVE-2022-44698
CVE-2022-42948,9.8,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,3.9,5.9,nvd@nist.gov,Helpsystems,https://www.cvedetails.com/cve/CVE-2022-42948
CVE-2022-42856,8.8,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,2.8,5.9,nvd@nist.gov,Apple,https://www.cvedetails.com/cve/CVE-2022-42856
CVE-2022-42827,7.8,HIGH,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,1.8,5.9,nvd@nist.gov,Apple,https://www.cvedetails.com/cve/CVE-2022-42827
CVE-2022-42475,9.8,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,3.9,5.9,nvd@nist.gov,Fortinet,https://www.cvedetails.com/cve/CVE-2022-42475
CVE-2022-41352,9.8,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,3.9,5.9,nvd@nist.gov,Zimbra,https://www.cvedetails.com/cve/CVE-2022-41352
CVE-2022-41328,7.1,HIGH,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:N,1.8,5.2,nvd@nist.gov,Fortinet,https://www.cvedetails.com/cve/CVE-2022-41328
CVE-2022-41223,6.8,MEDIUM,CVSS:3.1/AV:A/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H,0.9,5.9,nvd@nist.gov,Mitel,https://www.cvedetails.com/cve/CVE-2022-41223
CVE-2022-41128,8.8,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,2.8,5.9,secure@microsoft.com,Microsoft,https://www.cvedetails.com/cve/CVE-2022-41128
CVE-2022-41125,7.8,HIGH,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,1.8,5.9,secure@microsoft.com,Microsoft,https://www.cvedetails.com/cve/CVE-2022-41125
CVE-2022-41091,5.4,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:L/A:L,2.8,2.5,secure@microsoft.com,Microsoft,https://www.cvedetails.com/cve/CVE-2022-41091
CVE-2022-41082,8.0,HIGH,CVSS:3.1/AV:A/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,2.1,5.9,secure@microsoft.com,Microsoft,https://www.cvedetails.com/cve/CVE-2022-41082
CVE-2022-41080,9.8,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,3.9,5.9,nvd@nist.gov,Microsoft,https://www.cvedetails.com/cve/CVE-2022-41080
CVE-2022-41073,7.8,HIGH,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,1.8,5.9,secure@microsoft.com,Microsoft,https://www.cvedetails.com/cve/CVE-2022-41073
CVE-2022-41049,5.4,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:L/A:L,2.8,2.5,secure@microsoft.com,Microsoft,https://www.cvedetails.com/cve/CVE-2022-41049
CVE-2022-41040,8.8,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,2.8,5.9,secure@microsoft.com,Microsoft,https://www.cvedetails.com/cve/CVE-2022-41040
CVE-2022-41033,7.8,HIGH,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,1.8,5.9,secure@microsoft.com,Microsoft,https://www.cvedetails.com/cve/CVE-2022-41033
CVE-2022-40765,6.8,MEDIUM,CVSS:3.1/AV:A/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H,0.9,5.9,nvd@nist.gov,Mitel,https://www.cvedetails.com/cve/CVE-2022-40765
CVE-2022-40684,9.8,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,3.9,5.9,nvd@nist.gov,Fortinet,https://www.cvedetails.com/cve/CVE-2022-40684
CVE-2022-40139,7.2,HIGH,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H,1.2,5.9,nvd@nist.gov,Trendmicro,https://www.cvedetails.com/cve/CVE-2022-40139
CVE-2022-39197,6.1,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,2.8,2.7,nvd@nist.gov,Helpsystems,https://www.cvedetails.com/cve/CVE-2022-39197
CVE-2022-38181,8.8,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,2.8,5.9,nvd@nist.gov,ARM,https://www.cvedetails.com/cve/CVE-2022-38181
CVE-2022-37969,7.8,HIGH,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,1.8,5.9,secure@microsoft.com,Microsoft,https://www.cvedetails.com/cve/CVE-2022-37969
CVE-2022-37042,9.8,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,3.9,5.9,nvd@nist.gov,Zimbra,https://www.cvedetails.com/cve/CVE-2022-37042
CVE-2022-36804,8.8,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,2.8,5.9,nvd@nist.gov,Atlassian,https://www.cvedetails.com/cve/CVE-2022-36804
CVE-2022-36537,7.5,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,3.9,3.6,nvd@nist.gov,Zkoss,https://www.cvedetails.com/cve/CVE-2022-36537
CVE-2022-35914,9.8,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,3.9,5.9,nvd@nist.gov,None,https://www.cvedetails.com/cve/CVE-2022-35914
CVE-2022-35405,9.8,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,3.9,5.9,nvd@nist.gov,Zohocorp,https://www.cvedetails.com/cve/CVE-2022-35405
CVE-2022-34713,7.8,HIGH,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,1.8,5.9,secure@microsoft.com,Microsoft,https://www.cvedetails.com/cve/CVE-2022-34713
CVE-2022-33891,8.8,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,2.8,5.9,nvd@nist.gov,Apache,https://www.cvedetails.com/cve/CVE-2022-33891
CVE-2022-32917,7.8,HIGH,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,1.8,5.9,nvd@nist.gov,Apple,https://www.cvedetails.com/cve/CVE-2022-32917
CVE-2022-32894,7.8,HIGH,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,1.8,5.9,nvd@nist.gov,Apple,https://www.cvedetails.com/cve/CVE-2022-32894
CVE-2022-32893,8.8,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,2.8,5.9,nvd@nist.gov,Debian,https://www.cvedetails.com/cve/CVE-2022-32893
CVE-2022-31463,4.3,MEDIUM,AV:A/AC:M/Au:N/C:P/I:P/A:N,5.5,4.9,nvd@nist.gov,Owllabs,https://www.cvedetails.com/cve/CVE-2022-31463
CVE-2022-31462,5.4,MEDIUM,AV:A/AC:M/Au:N/C:P/I:P/A:P,5.5,6.4,nvd@nist.gov,Owllabs,https://www.cvedetails.com/cve/CVE-2022-31462
CVE-2022-31461,3.3,LOW,AV:A/AC:L/Au:N/C:N/I:P/A:N,6.5,2.9,nvd@nist.gov,Owllabs,https://www.cvedetails.com/cve/CVE-2022-31461
CVE-2022-31460,3.3,LOW,AV:A/AC:L/Au:N/C:N/I:P/A:N,6.5,2.9,nvd@nist.gov,Owllabs,https://www.cvedetails.com/cve/CVE-2022-31460
CVE-2022-31459,3.3,LOW,AV:A/AC:L/Au:N/C:P/I:N/A:N,6.5,2.9,nvd@nist.gov,Owllabs,https://www.cvedetails.com/cve/CVE-2022-31459
CVE-2022-31199,9.8,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,3.9,5.9,nvd@nist.gov,Netwrix,https://www.cvedetails.com/cve/CVE-2022-31199
CVE-2022-30525,10.0,HIGH,AV:N/AC:L/Au:N/C:C/I:C/A:C,10.0,10.0,nvd@nist.gov,Zyxel,https://www.cvedetails.com/cve/CVE-2022-30525
CVE-2022-30333,5.0,MEDIUM,AV:N/AC:L/Au:N/C:N/I:P/A:N,10.0,2.9,nvd@nist.gov,Rarlab,https://www.cvedetails.com/cve/CVE-2022-30333
CVE-2022-30190,9.3,HIGH,AV:N/AC:M/Au:N/C:C/I:C/A:C,8.6,10.0,nvd@nist.gov,Microsoft,https://www.cvedetails.com/cve/CVE-2022-30190
CVE-2022-29499,10.0,HIGH,AV:N/AC:L/Au:N/C:C/I:C/A:C,10.0,10.0,nvd@nist.gov,Mitel,https://www.cvedetails.com/cve/CVE-2022-29499
CVE-2022-29464,10.0,HIGH,AV:N/AC:L/Au:N/C:C/I:C/A:C,10.0,10.0,nvd@nist.gov,Wso2,https://www.cvedetails.com/cve/CVE-2022-29464
CVE-2022-29303,10.0,HIGH,AV:N/AC:L/Au:N/C:C/I:C/A:C,10.0,10.0,nvd@nist.gov,Contec,https://www.cvedetails.com/cve/CVE-2022-29303
CVE-2022-28958,7.5,HIGH,AV:N/AC:L/Au:N/C:P/I:P/A:P,10.0,6.4,nvd@nist.gov,Dlink,https://www.cvedetails.com/cve/CVE-2022-28958
CVE-2022-28810,7.1,HIGH,AV:N/AC:H/Au:S/C:C/I:C/A:C,3.9,10.0,nvd@nist.gov,Zohocorp,https://www.cvedetails.com/cve/CVE-2022-28810
CVE-2022-27926,4.3,MEDIUM,AV:N/AC:M/Au:N/C:N/I:P/A:N,8.6,2.9,nvd@nist.gov,Zimbra,https://www.cvedetails.com/cve/CVE-2022-27926
CVE-2022-27925,6.5,MEDIUM,AV:N/AC:L/Au:S/C:P/I:P/A:P,8.0,6.4,nvd@nist.gov,Zimbra,https://www.cvedetails.com/cve/CVE-2022-27925
CVE-2022-27924,5.0,MEDIUM,AV:N/AC:L/Au:N/C:N/I:P/A:N,10.0,2.9,nvd@nist.gov,Zimbra,https://www.cvedetails.com/cve/CVE-2022-27924
CVE-2022-27593,9.1,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:H,3.9,5.2,nvd@nist.gov,Qnap,https://www.cvedetails.com/cve/CVE-2022-27593
CVE-2022-27518,9.8,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,3.9,5.9,nvd@nist.gov,Citrix,https://www.cvedetails.com/cve/CVE-2022-27518
CVE-2022-26925,4.3,MEDIUM,AV:N/AC:M/Au:N/C:N/I:P/A:N,8.6,2.9,nvd@nist.gov,Microsoft,https://www.cvedetails.com/cve/CVE-2022-26925
CVE-2022-26923,9.0,HIGH,AV:N/AC:L/Au:S/C:C/I:C/A:C,8.0,10.0,nvd@nist.gov,Microsoft,https://www.cvedetails.com/cve/CVE-2022-26923
CVE-2022-26904,4.4,MEDIUM,AV:L/AC:M/Au:N/C:P/I:P/A:P,3.4,6.4,nvd@nist.gov,Microsoft,https://www.cvedetails.com/cve/CVE-2022-26904
CVE-2022-26871,7.5,HIGH,AV:N/AC:L/Au:N/C:P/I:P/A:P,10.0,6.4,nvd@nist.gov,Trendmicro,https://www.cvedetails.com/cve/CVE-2022-26871
CVE-2022-26501,10.0,HIGH,AV:N/AC:L/Au:N/C:C/I:C/A:C,10.0,10.0,nvd@nist.gov,Veeam,https://www.cvedetails.com/cve/CVE-2022-26501
CVE-2022-26500,6.5,MEDIUM,AV:N/AC:L/Au:S/C:P/I:P/A:P,8.0,6.4,nvd@nist.gov,Veeam,https://www.cvedetails.com/cve/CVE-2022-26500
CVE-2022-26486,9.6,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:H,2.8,6.0,nvd@nist.gov,Mozilla,https://www.cvedetails.com/cve/CVE-2022-26486
CVE-2022-26485,8.8,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,2.8,5.9,nvd@nist.gov,Mozilla,https://www.cvedetails.com/cve/CVE-2022-26485
CVE-2022-26352,6.8,MEDIUM,AV:N/AC:M/Au:N/C:P/I:P/A:P,8.6,6.4,nvd@nist.gov,Dotcms,https://www.cvedetails.com/cve/CVE-2022-26352
CVE-2022-26318,7.5,HIGH,AV:N/AC:L/Au:N/C:P/I:P/A:P,10.0,6.4,nvd@nist.gov,Watchguard,https://www.cvedetails.com/cve/CVE-2022-26318
CVE-2022-26258,7.5,HIGH,AV:N/AC:L/Au:N/C:P/I:P/A:P,10.0,6.4,nvd@nist.gov,Dlink,https://www.cvedetails.com/cve/CVE-2022-26258
CVE-2022-26143,9.0,HIGH,AV:N/AC:L/Au:N/C:P/I:P/A:C,10.0,8.5,nvd@nist.gov,Mitel,https://www.cvedetails.com/cve/CVE-2022-26143
CVE-2022-26138,9.8,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,3.9,5.9,nvd@nist.gov,Atlassian,https://www.cvedetails.com/cve/CVE-2022-26138
CVE-2022-26134,7.5,HIGH,AV:N/AC:L/Au:N/C:P/I:P/A:P,10.0,6.4,nvd@nist.gov,Atlassian,https://www.cvedetails.com/cve/CVE-2022-26134
CVE-2022-24990,7.5,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,3.9,3.6,nvd@nist.gov,None,https://www.cvedetails.com/cve/CVE-2022-24990
CVE-2022-24706,10.0,HIGH,AV:N/AC:L/Au:N/C:C/I:C/A:C,10.0,10.0,nvd@nist.gov,Apache,https://www.cvedetails.com/cve/CVE-2022-24706
CVE-2022-24682,4.3,MEDIUM,AV:N/AC:M/Au:N/C:N/I:P/A:N,8.6,2.9,nvd@nist.gov,Zimbra,https://www.cvedetails.com/cve/CVE-2022-24682
CVE-2022-24521,4.6,MEDIUM,AV:L/AC:L/Au:N/C:P/I:P/A:P,3.9,6.4,nvd@nist.gov,Microsoft,https://www.cvedetails.com/cve/CVE-2022-24521
CVE-2022-24112,7.5,HIGH,AV:N/AC:L/Au:N/C:P/I:P/A:P,10.0,6.4,nvd@nist.gov,Apache,https://www.cvedetails.com/cve/CVE-2022-24112
CVE-2022-24086,10.0,HIGH,AV:N/AC:L/Au:N/C:C/I:C/A:C,10.0,10.0,nvd@nist.gov,Adobe,https://www.cvedetails.com/cve/CVE-2022-24086
CVE-2022-23176,9.0,HIGH,AV:N/AC:L/Au:S/C:C/I:C/A:C,8.0,10.0,nvd@nist.gov,Watchguard,https://www.cvedetails.com/cve/CVE-2022-23176
CVE-2022-23134,5.0,MEDIUM,AV:N/AC:L/Au:N/C:N/I:P/A:N,10.0,2.9,nvd@nist.gov,Debian,https://www.cvedetails.com/cve/CVE-2022-23134
CVE-2022-23131,5.1,MEDIUM,AV:N/AC:H/Au:N/C:P/I:P/A:P,4.9,6.4,nvd@nist.gov,Zabbix,https://www.cvedetails.com/cve/CVE-2022-23131
CVE-2022-22965,7.5,HIGH,AV:N/AC:L/Au:N/C:P/I:P/A:P,10.0,6.4,nvd@nist.gov,Cisco,https://www.cvedetails.com/cve/CVE-2022-22965
CVE-2022-22963,7.5,HIGH,AV:N/AC:L/Au:N/C:P/I:P/A:P,10.0,6.4,nvd@nist.gov,Oracle,https://www.cvedetails.com/cve/CVE-2022-22963
CVE-2022-22960,7.2,HIGH,AV:L/AC:L/Au:N/C:C/I:C/A:C,3.9,10.0,nvd@nist.gov,Vmware,https://www.cvedetails.com/cve/CVE-2022-22960
CVE-2022-22954,10.0,HIGH,AV:N/AC:L/Au:N/C:C/I:C/A:C,10.0,10.0,nvd@nist.gov,Vmware,https://www.cvedetails.com/cve/CVE-2022-22954
CVE-2022-22947,6.8,MEDIUM,AV:N/AC:M/Au:N/C:P/I:P/A:P,8.6,6.4,nvd@nist.gov,Oracle,https://www.cvedetails.com/cve/CVE-2022-22947
CVE-2022-22718,7.2,HIGH,AV:L/AC:L/Au:N/C:C/I:C/A:C,3.9,10.0,nvd@nist.gov,Microsoft,https://www.cvedetails.com/cve/CVE-2022-22718
CVE-2022-22706,4.6,MEDIUM,AV:L/AC:L/Au:N/C:P/I:P/A:P,3.9,6.4,nvd@nist.gov,ARM,https://www.cvedetails.com/cve/CVE-2022-22706
CVE-2022-22675,9.3,HIGH,AV:N/AC:M/Au:N/C:C/I:C/A:C,8.6,10.0,nvd@nist.gov,Apple,https://www.cvedetails.com/cve/CVE-2022-22675
CVE-2022-22674,4.9,MEDIUM,AV:L/AC:L/Au:N/C:C/I:N/A:N,3.9,6.9,nvd@nist.gov,Apple,https://www.cvedetails.com/cve/CVE-2022-22674
CVE-2022-22620,6.8,MEDIUM,AV:N/AC:M/Au:N/C:P/I:P/A:P,8.6,6.4,nvd@nist.gov,Apple,https://www.cvedetails.com/cve/CVE-2022-22620
CVE-2022-22587,10.0,HIGH,AV:N/AC:L/Au:N/C:C/I:C/A:C,10.0,10.0,nvd@nist.gov,Apple,https://www.cvedetails.com/cve/CVE-2022-22587
CVE-2022-22536,10.0,HIGH,AV:N/AC:L/Au:N/C:C/I:C/A:C,10.0,10.0,nvd@nist.gov,SAP,https://www.cvedetails.com/cve/CVE-2022-22536
CVE-2022-22265,4.6,MEDIUM,AV:L/AC:L/Au:N/C:P/I:P/A:P,3.9,6.4,nvd@nist.gov,Google,https://www.cvedetails.com/cve/CVE-2022-22265
CVE-2022-22071,7.2,HIGH,AV:L/AC:L/Au:N/C:C/I:C/A:C,3.9,10.0,nvd@nist.gov,Qualcomm,https://www.cvedetails.com/cve/CVE-2022-22071
CVE-2022-22047,7.2,HIGH,AV:L/AC:L/Au:N/C:C/I:C/A:C,3.9,10.0,nvd@nist.gov,Microsoft,https://www.cvedetails.com/cve/CVE-2022-22047
CVE-2022-21999,4.6,MEDIUM,AV:L/AC:L/Au:N/C:P/I:P/A:P,3.9,6.4,nvd@nist.gov,Microsoft,https://www.cvedetails.com/cve/CVE-2022-21999
CVE-2022-21971,9.3,HIGH,AV:N/AC:M/Au:N/C:C/I:C/A:C,8.6,10.0,nvd@nist.gov,Microsoft,https://www.cvedetails.com/cve/CVE-2022-21971
CVE-2022-21919,6.9,MEDIUM,AV:L/AC:M/Au:N/C:C/I:C/A:C,3.4,10.0,nvd@nist.gov,Microsoft,https://www.cvedetails.com/cve/CVE-2022-21919
CVE-2022-21882,7.2,HIGH,AV:L/AC:L/Au:N/C:C/I:C/A:C,3.9,10.0,nvd@nist.gov,Microsoft,https://www.cvedetails.com/cve/CVE-2022-21882
CVE-2022-21587,9.8,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,3.9,5.9,secalert_us@oracle.com,Oracle,https://www.cvedetails.com/cve/CVE-2022-21587
CVE-2022-20821,6.4,MEDIUM,AV:N/AC:L/Au:N/C:P/I:P/A:N,10.0,4.9,nvd@nist.gov,Cisco,https://www.cvedetails.com/cve/CVE-2022-20821
CVE-2022-20708,10.0,HIGH,AV:N/AC:L/Au:N/C:C/I:C/A:C,10.0,10.0,nvd@nist.gov,Cisco,https://www.cvedetails.com/cve/CVE-2022-20708
CVE-2022-20703,7.2,HIGH,AV:L/AC:L/Au:N/C:C/I:C/A:C,3.9,10.0,nvd@nist.gov,Cisco,https://www.cvedetails.com/cve/CVE-2022-20703
CVE-2022-20701,7.2,HIGH,AV:L/AC:L/Au:N/C:C/I:C/A:C,3.9,10.0,nvd@nist.gov,Cisco,https://www.cvedetails.com/cve/CVE-2022-20701
CVE-2022-20700,10.0,HIGH,AV:N/AC:L/Au:N/C:C/I:C/A:C,10.0,10.0,nvd@nist.gov,Cisco,https://www.cvedetails.com/cve/CVE-2022-20700
CVE-2022-20699,10.0,HIGH,AV:N/AC:L/Au:N/C:C/I:C/A:C,10.0,10.0,nvd@nist.gov,Cisco,https://www.cvedetails.com/cve/CVE-2022-20699
CVE-2022-4262,8.8,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,2.8,5.9,nvd@nist.gov,Google,https://www.cvedetails.com/cve/CVE-2022-4262
CVE-2022-4135,9.6,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:H,2.8,6.0,nvd@nist.gov,Microsoft,https://www.cvedetails.com/cve/CVE-2022-4135
CVE-2022-3723,8.8,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,2.8,5.9,nvd@nist.gov,Google,https://www.cvedetails.com/cve/CVE-2022-3723
CVE-2022-3236,9.8,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,3.9,5.9,nvd@nist.gov,Sophos,https://www.cvedetails.com/cve/CVE-2022-3236
CVE-2022-3075,9.6,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:H,2.8,6.0,nvd@nist.gov,Google,https://www.cvedetails.com/cve/CVE-2022-3075
CVE-2022-3038,8.8,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,2.8,5.9,nvd@nist.gov,Google,https://www.cvedetails.com/cve/CVE-2022-3038
CVE-2022-2856,6.5,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:H/A:N,2.8,3.6,nvd@nist.gov,Google,https://www.cvedetails.com/cve/CVE-2022-2856
CVE-2022-2294,8.8,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,2.8,5.9,nvd@nist.gov,Apple,https://www.cvedetails.com/cve/CVE-2022-2294
CVE-2022-1388,7.5,HIGH,AV:N/AC:L/Au:N/C:P/I:P/A:P,10.0,6.4,nvd@nist.gov,F5,https://www.cvedetails.com/cve/CVE-2022-1388
CVE-2022-1364,8.8,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,2.8,5.9,nvd@nist.gov,Google,https://www.cvedetails.com/cve/CVE-2022-1364
CVE-2022-1096,8.8,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,2.8,5.9,nvd@nist.gov,Google,https://www.cvedetails.com/cve/CVE-2022-1096
CVE-2022-1040,7.5,HIGH,AV:N/AC:L/Au:N/C:P/I:P/A:P,10.0,6.4,nvd@nist.gov,Sophos,https://www.cvedetails.com/cve/CVE-2022-1040
CVE-2022-0847,7.2,HIGH,AV:L/AC:L/Au:N/C:C/I:C/A:C,3.9,10.0,nvd@nist.gov,Redhat,https://www.cvedetails.com/cve/CVE-2022-0847
CVE-2022-0609,6.8,MEDIUM,AV:N/AC:M/Au:N/C:P/I:P/A:P,8.6,6.4,nvd@nist.gov,Google,https://www.cvedetails.com/cve/CVE-2022-0609
CVE-2022-0543,10.0,HIGH,AV:N/AC:L/Au:N/C:C/I:C/A:C,10.0,10.0,nvd@nist.gov,Redis,https://www.cvedetails.com/cve/CVE-2022-0543
CVE-2022-0028,8.6,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:N/I:N/A:H,3.9,4.0,nvd@nist.gov,Paloaltonetworks,https://www.cvedetails.com/cve/CVE-2022-0028
CVE-2021-45382,10.0,HIGH,AV:N/AC:L/Au:N/C:C/I:C/A:C,10.0,10.0,nvd@nist.gov,Dlink,https://www.cvedetails.com/cve/CVE-2021-45382
CVE-2021-45046,5.1,MEDIUM,AV:N/AC:H/Au:N/C:P/I:P/A:P,4.9,6.4,nvd@nist.gov,Debian,https://www.cvedetails.com/cve/CVE-2021-45046
CVE-2021-44515,10.0,HIGH,AV:N/AC:L/Au:N/C:C/I:C/A:C,10.0,10.0,nvd@nist.gov,Zohocorp,https://www.cvedetails.com/cve/CVE-2021-44515
CVE-2021-44228,9.3,HIGH,AV:N/AC:M/Au:N/C:C/I:C/A:C,8.6,10.0,nvd@nist.gov,Cisco,https://www.cvedetails.com/cve/CVE-2021-44228
CVE-2021-44168,4.6,MEDIUM,AV:L/AC:L/Au:N/C:P/I:P/A:P,3.9,6.4,nvd@nist.gov,Fortinet,https://www.cvedetails.com/cve/CVE-2021-44168
CVE-2021-44077,7.5,HIGH,AV:N/AC:L/Au:N/C:P/I:P/A:P,10.0,6.4,nvd@nist.gov,Zohocorp,https://www.cvedetails.com/cve/CVE-2021-44077
CVE-2021-44026,7.5,HIGH,AV:N/AC:L/Au:N/C:P/I:P/A:P,10.0,6.4,nvd@nist.gov,Debian,https://www.cvedetails.com/cve/CVE-2021-44026
CVE-2021-43890,6.0,MEDIUM,AV:N/AC:M/Au:S/C:P/I:P/A:P,6.8,6.4,nvd@nist.gov,Microsoft,https://www.cvedetails.com/cve/CVE-2021-43890
CVE-2021-42321,6.5,MEDIUM,AV:N/AC:L/Au:S/C:P/I:P/A:P,8.0,6.4,nvd@nist.gov,Microsoft,https://www.cvedetails.com/cve/CVE-2021-42321
CVE-2021-42292,6.8,MEDIUM,AV:N/AC:M/Au:N/C:P/I:P/A:P,8.6,6.4,nvd@nist.gov,Microsoft,https://www.cvedetails.com/cve/CVE-2021-42292
CVE-2021-42287,6.5,MEDIUM,AV:N/AC:L/Au:S/C:P/I:P/A:P,8.0,6.4,nvd@nist.gov,Microsoft,https://www.cvedetails.com/cve/CVE-2021-42287
CVE-2021-42278,6.5,MEDIUM,AV:N/AC:L/Au:S/C:P/I:P/A:P,8.0,6.4,nvd@nist.gov,Microsoft,https://www.cvedetails.com/cve/CVE-2021-42278
CVE-2021-42258,6.8,MEDIUM,AV:N/AC:M/Au:N/C:P/I:P/A:P,8.6,6.4,nvd@nist.gov,BQE,https://www.cvedetails.com/cve/CVE-2021-42258
CVE-2021-42237,10.0,HIGH,AV:N/AC:L/Au:N/C:C/I:C/A:C,10.0,10.0,nvd@nist.gov,Sitecore,https://www.cvedetails.com/cve/CVE-2021-42237
CVE-2021-42013,7.5,HIGH,AV:N/AC:L/Au:N/C:P/I:P/A:P,10.0,6.4,nvd@nist.gov,Apache,https://www.cvedetails.com/cve/CVE-2021-42013
CVE-2021-41773,4.3,MEDIUM,AV:N/AC:M/Au:N/C:P/I:N/A:N,8.6,2.9,nvd@nist.gov,Apache,https://www.cvedetails.com/cve/CVE-2021-41773
CVE-2021-41379,4.6,MEDIUM,AV:L/AC:L/Au:N/C:P/I:P/A:P,3.9,6.4,nvd@nist.gov,Microsoft,https://www.cvedetails.com/cve/CVE-2021-41379
